"r",,"u",,"y",,"fs",
-2.5447,-1.9717,0.38177,0.044489,0.1329,0.024237,,
-3.0877,-1.6652,-1.2262,-0.57812,0.11404,0.04276,,
-2.1576,-0.171,-1.8667,-0.90093,0.094066,0.061187,,
-0.52983,1.8306,-2.1065,-0.28563,0.075003,0.078612,,
0.31532,3.1194,-2.6442,1.0024,0.057106,0.09411,,
-0.079727,2.9449,-3.2884,1.8808,0.040533,0.10774,,
-0.61458,1.6766,-3.1589,1.4479,0.024846,0.12035,,
0.067886,0.43185,-1.8213,-0.074895,0.0098933,0.13232,,
1.9376,0.020968,0.0045934,-1.4334,-0.0030521,0.14273,,
3.4864,0.25256,1.0312,-1.4098,-0.013944,0.15058,,
3.2979,0.29416,0.69089,0.1562,-0.023596,0.15497,,
1.5008,-0.30577,-0.25693,2.315,-0.032412,0.15577,,
-0.48651,-1.0382,-0.51137,3.8136,-0.040834,0.15511,,
-1.5262,-0.95375,0.47823,4.0179,-0.049399,0.15403,,
-1.8103,0.23503,2.0486,3.0252,-0.058364,0.15302,,
-2.2698,1.6597,3.0158,0.97163,-0.067828,0.15213,,
-3.1855,2.0158,2.7464,-1.6734,-0.077519,0.14905,,
-3.7202,0.83459,1.5698,-3.645,-0.086378,0.14483,,
-2.9237,-0.97479,0.32157,-3.9092,-0.092804,0.14026,,
-0.99637,-1.8815,-0.38687,-2.3799,-0.09775,0.13452,,
0.71015,-1.0484,-0.48907,0.53161,-0.10302,0.12734,,
1.0089,1.0497,-0.2865,3.3245,-0.10689,0.11925,,
0.074898,3.1702,-0.11793,3.734,-0.10875,0.11329,,
-0.75969,4,-0.15827,1.635,-0.10858,0.11006,,
-0.35214,4,-0.39491,-1.0356,-0.10562,0.1078,,
1.1841,2.5387,-0.67541,-2.0084,-0.1004,0.10541,,
2.6961,-0.032697,-0.80811,-0.58684,-0.093413,0.10359,,
3.1148,-2.9856,-0.68518,1.4288,-0.085618,0.10235,,
2.3078,-4,-0.3356,1.9146,-0.077087,0.10179,,
0.97426,-4,0.13364,0.44374,-0.067666,0.10291,,
-0.079397,-1.5524,0.62441,-1.4118,-0.057674,0.10585,,
-0.50413,2.3215,1.0239,-1.8752,-0.047922,0.11007,,
-0.43937,4,1.1201,-0.7991,-0.038903,0.11519,,
-0.22289,3.2194,0.68271,0.4845,-0.030789,0.12108,,
-0.13203,0.11458,-0.22146,0.81903,-0.023625,0.12725,,
-0.27484,-2.1065,-1.0112,0.50418,-0.017538,0.13412,,
-0.57574,-1.6531,-0.91286,0.73544,-0.013087,0.14235,,
-0.83473,0.59899,0.2892,1.971,-0.01046,0.15103,,
-0.86805,2.1361,1.8259,3.2447,-0.0091984,0.15925,,
-0.63742,1.4079,2.4551,3.2706,-0.0080936,0.16741,,
-0.23319,-0.71254,1.6359,1.9688,-0.006236,0.17577,,
0.25516,-2.0566,0.20181,0.61017,-0.0040514,0.18444,,
0.7734,-1.5184,-0.33354,0.34743,-0.0019558,0.19271,,
1.1632,-0.037994,0.73621,0.91635,0.00069824,0.20049,,
1.0936,0.73652,2.5122,1.0428,0.0041768,0.20788,,
0.3389,0.41635,3.2963,0.084614,0.0087604,0.21494,,
-0.7755,0.17234,2.2359,-1.0856,0.01498,0.22182,,
-1.3566,1.1207,0.12885,-1.0824,0.022941,0.22833,,
-0.65793,2.8093,-1.4413,0.22829,0.032593,0.23442,,
1.0472,3.649,-1.7144,1.3171,0.043568,0.23996,,
2.4479,2.7745,-1.3493,0.5572,0.055695,0.24505,,
2.3256,1.094,-1.4317,-1.8525,0.06854,0.24996,,
0.82796,0.25187,-2.1077,-3.8041,0.081548,0.25459,,
-0.50615,0.72486,-2.4132,-3.5702,0.094282,0.25783,,
-0.19696,1.3297,-1.4806,-1.5027,0.1061,0.25798,,
1.6409,0.74528,0.26816,0.97726,0.11608,0.2551,,
3.3114,-0.77025,1.3551,2.1353,0.1245,0.25146,,
3.1805,-1.5721,0.71224,1.2394,0.13171,0.24673,,
1.275,-0.59979,-1.1714,-0.26489,0.13729,0.2409,,
-0.83313,1.1635,-2.7216,-0.91727,0.14158,0.23497,,
-1.7007,1.5468,-2.8642,-0.50625,0.1434,0.22629,,
-1.4098,-0.45499,-1.9761,0.094023,0.14062,0.21375,,
-1.2023,-3.4139,-1.2819,0.069478,0.13407,0.19889,,
-1.8555,-4,-1.4669,-0.49496,0.12542,0.18324,,
-2.7022,-3.2478,-1.9928,-0.96027,0.11449,0.16744,,
-2.4275,-0.20462,-1.7925,-0.87328,0.10125,0.15081,,
-0.72362,1.9254,-0.52283,-0.37124,0.085808,0.13266,,
1.1203,1.8464,1.0545,0.15587,0.068179,0.11332,,
1.431,0.35621,1.8696,0.4892,0.048803,0.09384,,
-0.12609,-0.81462,1.6247,0.67487,0.028098,0.074836,,
-2.19,-0.78908,0.99823,0.7817,0.0067676,0.056594,,
-3.094,-0.11316,0.82415,0.74907,-0.014387,0.039154,,
-2.4885,0.18274,1.2384,0.50781,-0.035022,0.021998,,
-1.4936,-0.24537,1.6541,0.14135,-0.055533,0.0050999,,
-1.3271,-0.87784,1.4772,-0.16771,-0.075178,-0.011328,,
-1.9775,-1.0721,0.74842,-0.34533,-0.092504,-0.02716,,
-2.3282,-0.72102,0.064273,-0.5197,-0.10715,-0.04217,,
-1.4832,-0.1795,-0.029703,-0.86659,-0.11929,-0.056075,,
0.22348,0.23607,0.48497,-1.3595,-0.12933,-0.068897,,
1.5935,0.50201,1.1719,-1.6854,-0.1371,-0.080896,,
1.8123,0.70487,1.5588,-1.4336,-0.14213,-0.09218,,
1.1988,0.80194,1.4409,-0.43007,-0.14375,-0.10299,,
0.73019,0.66911,0.85032,1.0098,-0.14183,-0.11341,,
0.96777,0.31921,-0.11828,2.1256,-0.13694,-0.12322,,
1.5555,-0.050958,-1.3614,2.1608,-0.12997,-0.13177,,
1.7272,-0.26833,-2.6641,0.98648,-0.12215,-0.13829,,
1.1665,-0.38587,-3.6344,-0.6416,-0.1141,-0.14298,,
0.30393,-0.62602,-3.8598,-1.542,-0.10555,-0.14716,,
-0.15992,-1.1152,-3.1604,-1.0771,-0.09629,-0.15174,,
0.086435,-1.6744,-1.719,0.2349,-0.087423,-0.15642,,
0.77351,-1.8654,-0.19385,1.161,-0.07955,-0.15982,,
1.3869,-1.2829,0.52996,0.92172,-0.072978,-0.16158,,
1.5818,0.077282,0.02508,0.00075905,-0.068114,-0.16217,,
1.2915,1.6317,-1.3472,-0.34564,-0.065021,-0.16102,,
0.57045,2.4423,-2.5562,0.55058,-0.063986,-0.15858,,
-0.53248,1.8671,-2.5788,2.0227,-0.065177,-0.1562,,
-1.9086,0.19597,-1.1857,2.7603,-0.068638,-0.1535,,
-3.2536,-1.3787,0.83729,2.238,-0.074273,-0.14887,,
-4,-1.6598,2.2362,1.2711,-0.08189,-0.14211,,
-3.9445,-0.52821,2.3029,1.055,-0.09114,-0.13418,,
-2.7789,0.87734,1.437,1.7458,-0.10169,-0.1252,,
-1.0633,1.2294,0.68577,2.2528,-0.11316,-0.11454,,
0.31375,0.35629,0.70664,1.5059,-0.12507,-0.10216,,
0.54118,-0.55899,1.1859,-0.25085,-0.13686,-0.087745,,
-0.52888,-0.23654,1.2678,-1.6381,-0.14823,-0.071344,,
-2.134,1.2846,0.54906,-1.6382,-0.15829,-0.053364,,
-3.0159,2.6479,-0.45034,-0.6637,-0.16617,-0.034095,,
-2.3291,2.6564,-0.85062,0.037984,-0.17218,-0.014223,,
-0.35705,1.594,-0.41648,-0.10549,-0.17651,0.0054015,,
1.6447,0.86896,0.12521,-0.34554,-0.17852,0.024957,,
2.4552,1.3533,-0.12373,0.41536,-0.17796,0.045097,,
1.8968,2.328,-1.1698,2.1479,-0.17449,0.06491,,
0.90082,2.2915,-1.9746,3.5399,-0.16785,0.083958,,
0.54477,0.73035,-1.493,3.3491,-0.15924,0.10274,,
0.99983,-1.2065,0.17486,1.7145,-0.14995,0.12061,,
1.452,-1.9406,1.7536,-0.034901,-0.13985,0.13702,,
1.0674,-1.1861,1.9586,-0.79277,-0.12826,0.15228,,
-0.038538,-0.15933,0.73793,-0.62693,-0.11553,0.16638,,
-0.89525,-0.053968,-0.74706,-0.28325,-0.10205,0.17931,,
-0.76006,-0.60658,-1.3557,-0.023429,-0.088492,0.19133,,
0.0012899,-0.46401,-1.0566,0.65791,-0.077143,0.20241,,
0.26065,1.0874,-0.76525,2.0953,-0.068429,0.21271,,
-0.60529,3.0969,-1.1605,3.5596,-0.061089,0.22226,,
-1.9021,3.864,-1.8648,3.7825,-0.055125,0.23112,,
-2.2242,2.743,-1.8882,2.2351,-0.051094,0.23948,,
-0.92589,0.76854,-0.82279,-0.45781,-0.049124,0.24743,,
1.0941,-0.53902,0.58482,-2.6961,-0.049372,0.25491,,
2.1833,-0.71099,1.1663,-3.1595,-0.051651,0.26179,,
1.5273,-0.45042,0.56113,-2.1026,-0.055337,0.26796,,
-0.10903,-0.38462,-0.41088,-0.54441,-0.059449,0.2734,,
-1.25,-0.14489,-0.69812,0.65744,-0.063656,0.27813,,
-1.2304,1.0381,-0.19265,1.1524,-0.069288,0.2824,,
-0.73811,3.0033,0.18305,0.89248,-0.076912,0.28625,,
-0.84933,4,-0.44071,-0.067061,-0.085338,0.28972,,
-1.6969,3.6879,-1.8455,-1.2954,-0.093637,0.29266,,
-2.2888,1.1156,-2.9117,-1.9236,-0.10157,0.29463,,
-1.6738,-1.7621,-2.8052,-1.282,-0.10951,0.29436,,
-0.11342,-3.2535,-1.7987,0.24351,-0.11757,0.29082,,
1.0956,-2.9121,-0.85012,1.2803,-0.12569,0.28561,,
0.98232,-1.5159,-0.49774,0.69683,-0.13388,0.27982,,
-0.073586,-0.065627,-0.33972,-1.1084,-0.14212,0.27283,,
-0.80579,0.91001,0.27545,-2.4389,-0.15042,0.26499,,
-0.49595,1.2083,1.2169,-1.9845,-0.15875,0.25425,,
0.23529,0.65122,1.5189,-0.17166,-0.16681,0.23898,,
0.16671,-0.66215,0.46813,1.2925,-0.17382,0.22108,,
-1.0991,-1.9374,-1.4015,1.2059,-0.17902,0.20176,,
-2.6373,-2.0451,-2.6368,0.088177,-0.18314,0.18069,,
-3.1787,-0.66514,-2.3114,-0.51961,-0.18792,0.15807,,
-2.4415,1.057,-1.0271,0.12315,-0.19344,0.13407,,
-1.3184,1.4066,-0.32895,1.1522,-0.19805,0.1085,,
-0.76162,-0.13424,-1.1186,1.1306,-0.20093,0.081792,,
-0.71229,-2.1743,-2.6649,-0.26752,-0.20299,0.05471,,
-0.33547,-2.7237,-3.3402,-1.8298,-0.20436,0.028215,,
0.74135,-1.2451,-2.3363,-2.0681,-0.2055,0.0028271,,
1.7168,0.78963,-0.4855,-0.72753,-0.20677,-0.022193,,
1.3846,1.4905,0.58502,1.0602,-0.20818,-0.047325,,
-0.41456,0.54396,0.095862,1.9674,-0.20987,-0.070669,,
-2.3557,-0.58812,-1.0795,1.6506,-0.21176,-0.09023,,
-2.852,-0.43098,-1.31,0.79985,-0.21402,-0.10578,,
-1.7042,0.81458,0.15721,0.18795,-0.21678,-0.11861,,
-0.3644,1.5486,2.4883,-0.039298,-0.22011,-0.12863,,
-0.44438,0.63683,4.0317,-0.20711,-0.22397,-0.13493,,
-2.0106,-1.2729,3.9417,-0.52066,-0.22786,-0.13761,,
-3.4871,-2.4142,2.7406,-0.79644,-0.2306,-0.13633,,
-3.2908,-1.7311,1.1322,-0.72877,-0.23052,-0.13108,,
-1.4801,0.13892,-0.14598,-0.23692,-0.22858,-0.12216,,
0.30665,1.6544,-0.51934,0.49785,-0.22673,-0.10988,,
0.53583,1.8977,-0.30578,1.1999,-0.22323,-0.09458,,
-0.67655,1.2029,0.13202,1.5935,-0.21797,-0.076522,,
-1.7155,0.45969,0.55603,1.4183,-0.21121,-0.056079,,
-1.0853,0.11202,0.81549,0.55006,-0.20196,-0.033679,,
1.1695,-0.056426,0.80106,-0.76235,-0.19032,-0.0098173,,
3.5708,-0.36877,0.47089,-1.8968,-0.17644,0.015068,,
4,-0.77052,-0.058698,-2.2888,-0.16089,0.040469,,
3.7913,-0.93482,-0.63427,-1.9369,-0.14396,0.066006,,
2.0382,-0.66025,-1.1543,-1.4093,-0.12617,0.09123,,
0.44169,-0.02717,-1.5541,-1.2958,-0.10806,0.11596,,
-0.39267,0.74689,-1.6611,-1.6296,-0.090526,0.13999,,
-0.50499,1.421,-1.2291,-1.8724,-0.074307,0.16299,,
-0.20313,1.6882,-0.2105,-1.46,-0.059508,0.18445,,
0.25181,1.232,0.99059,-0.28946,-0.045942,0.20338,,
0.66678,0.032078,1.6716,1.2819,-0.034044,0.21854,,
0.85465,-1.4001,1.3758,2.743,-0.023635,0.22998,,
0.69909,-2.2898,0.33008,3.6492,-0.013498,0.23917,,
0.25576,-2.254,-0.7215,3.6647,-0.0037044,0.24625,,
-0.30365,-1.6697,-1.1522,2.6654,0.0040927,0.25152,,
-0.86083,-1.2967,-0.9567,1.0095,0.009877,0.25504,,
-1.3889,-1.5142,-0.61937,-0.44023,0.014359,0.2554,,
-1.7837,-1.973,-0.52438,-0.86559,0.01693,0.25275,,
-1.7489,-1.9923,-0.59447,-0.255,0.01814,0.24769,,
-1.0097,-1.2038,-0.50489,0.48887,0.018839,0.2402,,
0.28437,0.22387,-0.18256,0.39144,0.018952,0.2312,,
1.4521,1.8468,0.058436,-0.59003,0.018435,0.22237,,
1.7368,3.2194,-0.04183,-1.5103,0.017322,0.21408,,
0.96698,3.909,-0.20637,-1.4999,0.015921,0.20548,,
-0.25225,3.5261,0.24474,-0.76528,0.014422,0.19629,,
-1.0693,2.0594,1.6311,-0.34759,0.012515,0.18652,,
-1.1304,0.20857,3.3015,-0.90648,0.01042,0.17697,,
-0.78771,-0.91337,3.9751,-1.8965,0.0085846,0.16878,,
-0.59374,-0.71032,2.813,-2.1575,0.0072943,0.16126,,
-0.67918,0.24237,0.14628,-1.2818,0.006955,0.15286,,
-0.70772,0.68552,-2.5924,-0.12987,0.0080286,0.1429,,
-0.41052,-0.03799,-3.782,0.11381,0.010583,0.1325,,
-0.010713,-1.2719,-2.9415,-0.70671,0.014317,0.12236,,
0.028419,-1.7792,-0.96345,-1.5171,0.0178,0.11159,,
-0.32354,-1.1606,0.75738,-1.2512,0.019948,0.099858,,
-0.40123,-0.33334,1.2965,-0.077529,0.022953,0.08686,,
0.5565,-0.4644,0.74569,0.81107,0.027558,0.072374,,
2.4647,-1.5658,-0.15039,0.54614,0.031962,0.056644,,
4,-2.4199,-0.75277,-0.44366,0.036218,0.039756,,
4,-1.9777,-0.94138,-0.93924,0.038646,0.021888,,
1.9362,-0.61762,-1.0221,-0.30759,0.038803,0.0031101,,
-1.2486,0.23685,-1.2835,0.87315,0.037658,-0.016556,,
-3.581,-0.26331,-1.661,1.5368,0.035613,-0.036769,,
-3.8222,-1.4115,-1.753,1.2825,0.033167,-0.05675,,
-2.2132,-1.7555,-1.15,0.6445,0.029952,-0.075301,,
-0.11208,-0.76574,0.15708,0.28541,0.025565,-0.091763,,
1.137,0.56643,1.6221,0.1981,0.02026,-0.10711,,
1.1024,0.87485,2.4231,-0.14501,0.015128,-0.122,,
0.29312,-0.037714,2.0529,-0.97001,0.011243,-0.1357,,
-0.49733,-1.0197,0.75782,-1.771,0.0086076,-0.14775,,
-0.85933,-0.89733,-0.58653,-1.8211,0.0069813,-0.15802,,
-0.9387,0.26136,-1.1262,-0.98627,0.0067222,-0.1666,,
-1.1131,1.3396,-0.68705,0.10302,0.0075344,-0.17338,,
-1.5389,1.4712,0.17799,0.67349,0.0085392,-0.17875,,
-1.9439,0.88276,0.78565,0.51554,0.0096509,-0.18308,,
-1.8103,0.39609,0.95608,0.051631,0.012288,-0.18657,,
-0.81773,0.34114,1.0643,-0.20633,0.017035,-0.18956,,
0.77872,0.23414,1.4642,-0.12472,0.023103,-0.19228,,
2.1727,-0.46516,1.9517,0.10602,0.029968,-0.19491,,
2.5173,-1.5298,1.9262,0.30349,0.037212,-0.19747,,
1.5898,-2.1062,1.0718,0.4734,0.04483,-0.19997,,
0.041577,-1.6408,-0.21251,0.70245,0.052874,-0.20224,,
-1.0659,-0.49155,-1.1665,1.0045,0.061386,-0.20412,,
-1.1009,0.4458,-1.437,1.3166,0.070277,-0.20561,,
-0.32348,0.61765,-1.3694,1.5526,0.079472,-0.20633,,
0.47387,0.2236,-1.4458,1.5943,0.088658,-0.20537,,
0.78523,-0.16751,-1.555,1.2758,0.097589,-0.20244,,
0.8224,-0.23101,-1.0368,0.50921,0.10646,-0.19792,,
1.1164,-0.059153,0.43217,-0.51996,0.11488,-0.19184,,
1.7595,0.13265,2.0869,-1.3684,0.12244,-0.1837,,
2.1773,0.2892,2.509,-1.6705,0.12964,-0.17331,,
1.7316,0.4881,1.033,-1.4786,0.13714,-0.16108,,
0.48486,0.76845,-1.3237,-1.1996,0.14469,-0.14762,,
-0.78122,1.0888,-2.5671,-1.1798,0.15105,-0.13354,,
-1.3645,1.3974,-1.5546,-1.367,0.15539,-0.11865,,
-1.3536,1.6226,0.86026,-1.4184,0.15672,-0.10315,,
-1.3913,1.5882,2.5808,-1.1103,0.15531,-0.087784,,
-1.7356,1.075,2.2132,-0.54361,0.154,-0.073124,,
-1.7698,0.083221,0.39975,0.038944,0.15376,-0.059874,,
-0.68941,-1.0033,-0.86094,0.53526,0.154,-0.04851,,
1.3085,-1.6531,-0.20487,0.9887,0.15282,-0.039423,,
2.7726,-1.6612,1.8578,1.3729,0.14972,-0.032825,,
2.2443,-1.3432,3.5227,1.5287,0.14627,-0.028582,,
-0.14083,-1.1914,3.4148,1.3987,0.1426,-0.026133,,
-2.4591,-1.3611,1.7022,1.2172,0.14001,-0.024661,,
-2.6549,-1.5593,-0.322,1.2975,0.13825,-0.024082,,
-0.51659,-1.4321,-1.5332,1.5925,0.13723,-0.024532,,
2.0484,-0.9531,-1.7539,1.6084,0.13722,-0.025662,,
2.8104,-0.37012,-1.4447,0.9074,0.13785,-0.02681,,
1.3396,0.14445,-0.95077,-0.30125,0.13878,-0.027172,,
-0.65227,0.63638,-0.26516,-1.1983,0.13991,-0.0263,,
-1.0478,1.1442,0.59845,-1.085,0.14235,-0.023943,,
0.64247,1.4926,1.2794,-0.066168,0.14627,-0.019887,,
2.9312,1.4748,1.288,1.0355,0.15078,-0.01405,,
3.8769,1.2102,0.55595,1.4047,0.15574,-0.0063107,,
2.829,1.1256,-0.38128,0.85425,0.16103,0.0033984,,
0.73901,1.4482,-0.79859,-0.1857,0.16657,0.014978,,
-0.98636,1.803,-0.37658,-1.1287,0.17227,0.028067,,
-1.7089,1.5118,0.59894,-1.5489,0.17805,0.041683,,
-1.7,0.37579,1.546,-1.258,0.18394,0.054086,,
-1.4015,-0.94196,1.9973,-0.35126,0.18998,0.064828,,
-0.87134,-1.4523,1.8082,0.6689,0.19629,0.075416,,
0.00026462,-0.77983,1.1431,1.0121,0.20275,0.085242,,
0.97812,0.48421,0.41343,0.21866,0.20917,0.092965,,
1.4623,1.3516,0.13239,-1.2512,0.21536,0.098805,,
1.0557,1.2748,0.56438,-2.2582,0.22079,0.1021,,
0.044541,0.42562,1.3777,-2.0651,0.22502,0.1024,,
-0.78866,-0.65688,1.7456,-1.1463,0.22861,0.099044,,
-0.82496,-1.4751,1.0564,-0.70618,0.23258,0.092407,,
-0.062329,-1.6723,-0.35953,-1.3047,0.23667,0.083174,,
1.0044,-1.0645,-1.316,-2.1157,0.23991,0.071405,,
1.8121,0.1169,-0.82687,-1.8596,0.24199,0.057341,,
2.0229,1.0734,0.83789,-0.46203,0.24241,0.040937,,
1.5872,0.90775,2.2642,0.60446,0.24056,0.022548,,
0.75956,-0.47255,2.1878,-0.099262,0.23774,0.002767,,
0.082085,-2.0229,0.74349,-2.1198,0.23589,-0.017994,,
0.11752,-2.4581,-0.69005,-3.2728,0.23442,-0.039456,,
0.9271,-1.6108,-0.94805,-1.9658,0.23188,-0.061525,,
1.7944,-0.68509,-0.26798,0.90964,0.22794,-0.083998,,
1.7158,-0.91042,0.057664,2.6904,0.22273,-0.10655,,
0.4121,-2.0305,-0.7988,1.6527,0.21695,-0.12868,,
-1.1601,-2.4932,-2.2169,-1.0527,0.21208,-0.14997,,
-1.5414,-1.3267,-2.7809,-2.584,0.20769,-0.17024,,
-0.20826,0.4505,-1.8814,-1.4463,0.2024,-0.18954,,
1.7542,0.75164,-0.41643,1.048,0.19548,-0.20802,,
2.595,-1.1305,0.17869,2.342,0.18694,-0.22534,,
1.6073,-3.3731,-0.48188,1.3996,0.17841,-0.24109,,
-0.1746,-3.3676,-1.2641,-0.33151,0.17044,-0.25475,,
-1.0848,-0.63782,-0.79071,-0.76402,0.16178,-0.26532,,
-0.58911,2.375,0.95704,0.42737,0.15121,-0.27278,,
0.20984,2.759,2.5202,1.6348,0.13875,-0.27905,,
-0.11329,0.24639,2.4556,1.3101,0.12573,-0.28359,,
-1.6349,-2.462,0.89736,-0.27285,0.11321,-0.28383,,
-2.9373,-2.5798,-0.50632,-1.489,0.10201,-0.28002,,
-2.6773,-0.15558,-0.25986,-1.3327,0.09073,-0.2735,,
-1.1152,2.1609,1.4648,-0.514,0.0782,-0.26541,,
0.13689,2.1305,2.9577,-0.48342,0.065875,-0.25636,,
-0.099298,0.26594,2.5895,-1.7163,0.054755,-0.2458,,
-1.2367,-1.0257,0.30164,-3.2308,0.046353,-0.23257,,
-1.5586,-0.31148,-2.3717,-3.7321,0.040257,-0.21805,,
-0.15415,1.353,-3.6527,-2.9174,0.035905,-0.20335,,
1.9796,1.8549,-2.9059,-1.4835,0.033837,-0.18889,,
2.9111,0.53083,-0.86908,-0.22901,0.033067,-0.17542,,
1.8082,-1.2009,1.1397,0.52166,0.033377,-0.16315,,
-0.13764,-1.6433,2.149,0.73299,0.036005,-0.15261,,
-0.8851,-0.7816,2.0414,0.30507,0.04232,-0.14393,,
0.40221,-0.14312,1.3808,-0.68336,0.050409,-0.13729,,
2.5118,-0.91712,0.85553,-1.532,0.059385,-0.13278,,
3.3427,-2.6397,0.84556,-1.2507,0.069903,-0.13052,,
1.8567,-3.8379,1.2235,0.38559,0.08128,-0.13057,,
-1.0445,-3.6332,1.4974,2.269,0.093675,-0.13277,,
-3.3871,-2.4017,1.2237,2.811,0.10683,-0.13684,,
-3.7558,-1.0239,0.43308,1.5343,0.12064,-0.14238,,
-2.218,0.03091,-0.31729,-0.36568,0.13498,-0.14883,,
0.028561,0.68899,-0.39031,-1.2281,0.14943,-0.15554,,
1.6918,0.74698,0.30615,-0.55335,0.1633,-0.16267,,
2.1811,-0.057818,1.122,0.70531,0.17545,-0.17126,,
1.7327,-1.3434,1.1785,1.3922,0.18567,-0.18034,,
1.0361,-1.9167,0.16063,1.3167,0.19541,-0.18776,,
0.72339,-0.82379,-1.3113,1.0371,0.20486,-0.19271,,
0.98029,1.4083,-2.1183,0.75235,0.21253,-0.19525,,
1.4515,2.9684,-1.5333,-0.053281,0.21713,-0.19643,,
1.5335,2.4918,0.19734,-1.6491,0.21783,-0.19569,,
0.91608,0.49737,2.0155,-3.1537,0.21545,-0.19216,,
-0.057333,-1.1389,2.7642,-3.1274,0.21127,-0.18599,,
-0.60893,-1.1234,1.9909,-1.2171,0.20633,-0.17734,,
-0.22838,0.086508,0.25812,1.1609,0.20112,-0.16699,,
0.76901,1.1077,-1.2253,2.0839,0.19421,-0.15478,,
1.4164,1.28,-1.3962,1.1517,0.18507,-0.1391,,
0.92461,1.0973,-0.11544,-0.047377,0.17492,-0.12001,,
-0.56673,1.0764,1.6377,0.23418,0.16361,-0.09952,,
-2.0149,0.77233,2.3643,1.9436,0.15256,-0.078684,,
-2.2766,-0.59424,1.1691,3.3516,0.14352,-0.057928,,
-1.0073,-2.6785,-1.3733,3.061,0.13593,-0.036693,,
1.0614,-3.8071,-3.4827,1.5451,0.12927,-0.013751,,
2.6319,-2.6592,-3.6096,0.44447,0.12401,0.0096712,,
2.721,0.039669,-1.6375,0.56311,0.11898,0.032284,,
1.309,1.9994,1.3611,0.98523,0.11271,0.054607,,
-0.62623,1.7352,3.5502,0.34148,0.10605,0.076282,,
-1.7174,0.17241,3.5111,-1.4061,0.1018,0.097355,,
-1.1376,-0.42829,1.6143,-2.825,0.099944,0.11785,,
0.72221,0.95228,-0.79086,-2.684,0.10008,0.13738,,
2.3859,2.9799,-2.4321,-1.3828,0.10003,0.15542,,
2.3147,3.5748,-2.8119,-0.46667,0.09799,0.17067,,
0.16338,2.2986,-2.1877,-0.91366,0.094217,0.18255,,
-2.7623,0.71703,-1.0768,-2.1442,0.088478,0.1924,,
-4,0.40987,-0.017865,-2.8067,0.083461,0.20023,,
-3.3921,1.0963,0.54254,-2.2841,0.078012,0.20461,,
-0.38434,1.1112,0.37275,-1.1219,0.071814,0.2055,,
2.6852,-0.43128,-0.31636,-0.19638,0.065444,0.20264,,
3.9493,-2.4619,-0.85099,0.14247,0.057867,0.19594,,
2.9187,-3.1709,-0.52954,0.019263,0.048292,0.18554,,
0.55938,-2.1098,0.74096,-0.49805,0.036621,0.1716,,
-1.6677,-0.6755,2.2012,-1.3935,0.023957,0.15437,,
-2.8164,-0.48592,2.7281,-2.1662,0.010271,0.13414,,
-2.7595,-1.6367,1.7181,-1.8174,-0.0042793,0.1112,,
-1.873,-2.7989,-0.40907,0.15138,-0.019407,0.085906,,
-0.6734,-2.8176,-2.5073,2.7781,-0.035057,0.058759,,
0.30345,-1.8182,-3.5064,4.1458,-0.051308,0.030444,,
0.58929,-0.71834,-3.038,3.3212,-0.068256,0.0023496,,
0.06414,-0.092687,-1.4543,1.4267,-0.085676,-0.023374,,
-0.78442,0.11105,0.52307,0.24999,-0.10325,-0.046311,,
-1.0676,-0.049964,2.1204,0.55927,-0.12077,-0.068452,,
-0.20414,-0.8004,2.7763,1.4156,-0.13786,-0.088658,,
1.4582,-2.0046,2.3418,1.1741,-0.15399,-0.10527,,
2.7709,-2.6174,1.1818,-0.1893,-0.16812,-0.11827,,
2.6518,-1.4345,0.066871,-0.93874,-0.17975,-0.12662,,
0.95024,1.387,-0.27697,0.35182,-0.19034,-0.13067,,
-1.4403,3.9586,0.30632,2.8472,-0.20082,-0.13039,,
-3.254,4,1.2699,4.2219,-0.21029,-0.12582,,
-3.6702,2.475,1.8061,3.4431,-0.21768,-0.11696,,
-2.6538,0.48765,1.5127,1.508,-0.22175,-0.10398,,
-0.76102,0.20772,0.65429,-0.1949,-0.22194,-0.087396,,
1.2265,1.2802,-0.1847,-0.78564,-0.21884,-0.067773,,
2.5713,1.719,-0.67214,-0.8964,-0.21394,-0.04578,,
2.7949,0.45507,-0.93991,-1.9939,-0.2072,-0.022216,,
1.92,-1.1865,-1.2642,-3.5714,-0.19857,0.0016479,,
0.5707,-0.93807,-1.6393,-3.9471,-0.18868,0.024469,,
-0.33156,1.6556,-1.7479,-2.6209,-0.17721,0.046077,,
-0.20406,4,-1.3471,-0.15121,-0.16454,0.066362,,
0.73571,4,-0.59677,1.9249,-0.15132,0.084742,,
1.6529,2.8665,0.063532,1.5786,-0.13764,0.10078,,
1.8089,0.40018,0.36732,-0.52851,-0.12396,0.115,,
1.1498,-0.53634,0.48174,-1.6819,-0.11076,0.12812,,
0.22486,-0.3617,0.74824,-0.47894,-0.098016,0.13775,,
-0.42499,-1.0221,1.1552,1.9988,-0.085867,0.14156,,
-0.74763,-3.2696,1.1788,3.4562,-0.074716,0.14126,,
-1.0572,-4,0.26129,2.7103,-0.064562,0.14,,
-1.5232,-4,-1.4907,0.55763,-0.055197,0.13937,,
-1.8938,-1.8862,-3.1064,-1.2734,-0.047149,0.13756,,
-1.7714,1.4445,-3.4045,-1.7388,-0.041396,0.13365,,
-1.105,2.263,-1.9627,-1.0489,-0.038084,0.129,,
