"r",,"u",,"y",,"fs",
1.4306,-0.35483,0.021816,-0.024558,0.012055,-0.0047902,,
1.0168,-0.036932,-0.52177,-0.33671,0.019254,-0.0061797,,
-0.13513,0.28446,-1.0831,-0.61657,0.025161,-0.0063553,,
-1.3685,0.57954,-1.2724,-0.83788,0.02962,-0.0053659,,
-1.9073,0.82092,-0.82641,-0.98011,0.032474,-0.0033723,,
-1.4784,0.98613,0.046722,-1.0299,0.033689,-0.00064409,,
-0.49346,1.0598,0.77948,-0.98229,0.033644,0.0026626,,
0.36792,1.035,0.95951,-0.84245,0.032764,0.0062692,,
0.73417,0.91391,0.71179,-0.62273,0.031356,0.0098079,,
0.70812,0.70782,0.4984,-0.34342,0.029613,0.013076,,
0.53875,0.43581,0.5554,-0.030813,0.027217,0.015693,,
0.25969,0.12316,0.61417,0.28581,0.023791,0.017354,,
-0.25977,-0.20104,0.22859,0.57662,0.019765,0.017861,,
-0.95309,-0.50657,-0.64234,0.81424,0.01576,0.017169,,
-1.4027,-0.76495,-1.4693,0.97593,0.012004,0.015452,,
-1.1782,-0.95202,-1.6193,1.0474,0.0081636,0.012896,,
-0.32718,-1.0503,-0.96763,1.0223,0.0036664,0.009722,,
0.57432,-1.0505,-0.0020772,0.90227,-0.0014196,0.0062103,,
0.94505,-0.95258,0.64274,0.69826,-0.0063224,0.002667,,
0.75335,-0.76561,0.72203,0.42942,-0.010558,-0.00064591,,
0.48264,-0.507,0.47582,0.12116,-0.014114,-0.003438,,
0.53294,-0.20089,0.25839,-0.19762,-0.016956,-0.0053072,,
0.73552,0.12408,0.19812,-0.49685,-0.019731,-0.0060444,,
0.54702,0.43751,0.21914,-0.7484,-0.023039,-0.0056273,,
-0.28078,0.71003,0.25994,-0.92832,-0.026573,-0.0041272,,
-1.3148,0.91606,0.34769,-1.02,-0.029914,-0.0017606,,
-1.7938,1.0362,0.4509,-1.0146,-0.032632,0.0012529,,
-1.3563,1.0592,0.3951,-0.91255,-0.034585,0.0046698,,
-0.37061,0.98277,0.038934,-0.72325,-0.035714,0.0081767,,
0.4517,0.81402,-0.47876,-0.46435,-0.036018,0.011539,,
0.70568,0.56875,-0.78105,-0.16026,-0.035705,0.014413,,
0.53346,0.26997,-0.61822,0.16008,-0.035048,0.016468,,
0.3072,-0.054275,-0.15732,0.46554,-0.034253,0.017419,,
0.21345,-0.37349,0.16741,0.72801,-0.033145,0.017224,,
0.19611,-0.65762,0.11093,0.92297,-0.031371,0.015945,,
0.19437,-0.87988,-0.13593,1.0315,-0.028857,0.013743,,
0.26718,-1.0193,-0.20231,1.0433,-0.025952,0.010842,,
0.43297,-1.0626,0.010244,0.95744,-0.023172,0.0074941,,
0.50481,-1.0058,0.2271,0.78201,-0.020908,0.0040138,,
0.23824,-0.85403,0.16754,0.53332,-0.019017,0.0006411,,
-0.33057,-0.6216,-0.081481,0.23456,-0.017232,-0.0023379,,
-0.80451,-0.33042,-0.16738,-0.085716,-0.015489,-0.0045454,,
-0.79031,-0.0079447,0.059031,-0.39676,-0.014107,-0.0057011,,
-0.33234,0.31535,0.29561,-0.669,-0.013316,-0.005699,,
0.10766,0.6089,0.11897,-0.87669,-0.012916,-0.0045864,,
0.14298,0.8449,-0.46511,-0.99994,-0.012619,-0.0025482,,
-0.12872,1.001,-0.93273,-1.0271,-0.012349,0.00021713,,
-0.28,1.0623,-0.77824,-0.95546,-0.012603,0.003463,,
-0.086442,1.0229,-0.093478,-0.79198,-0.013825,0.0069217,,
0.20851,0.88658,0.49408,-0.55202,-0.015916,0.010289,,
0.2203,0.66613,0.49219,-0.25796,-0.018266,0.013301,,
-0.066869,0.38241,0.083881,0.06214,-0.020249,0.015604,,
-0.25801,0.062328,-0.093666,0.37703,-0.021989,0.016911,,
-0.054001,-0.26375,0.29826,0.65666,-0.024049,0.017091,,
0.31482,-0.56484,0.88849,0.87456,-0.026806,0.016132,,
0.30557,-0.8123,0.99881,1.01,-0.029848,0.014248,,
-0.27337,-0.98256,0.42356,1.0498,-0.032313,0.011603,,
-0.9431,-1.0593,-0.29937,0.99051,-0.033733,0.0084185,,
-1.0182,-1.0353,-0.43596,0.83756,-0.034423,0.0049937,,
-0.37114,-0.91263,0.17757,0.60537,-0.035021,0.0016334,,
0.38739,-0.70296,0.98399,0.31581,-0.035614,-0.0014054,,
0.56127,-0.42622,1.3054,-0.0031463,-0.035477,-0.0038352,,
0.13627,-0.10877,0.99714,-0.3207,-0.033558,-0.0052658,,
-0.21879,0.21914,0.46157,-0.60684,-0.029582,-0.0055399,,
0.064449,0.5262,0.092132,-0.83353,-0.024302,-0.0047366,,
0.77534,0.78307,-0.14221,-0.97882,-0.018195,-0.0029751,,
1.137,0.96517,-0.50548,-1.0294,-0.011125,-0.00043544,,
0.68438,1.055,-0.99008,-0.98047,-0.0032595,0.0026762,,
-0.18284,1.044,-1.187,-0.83618,0.0051608,0.0060299,,
-0.59898,0.93302,-0.75567,-0.61037,0.013835,0.0093696,,
-0.14046,0.7327,0.06562,-0.32415,0.02239,0.012426,,
0.75718,0.46215,0.55978,-0.0052754,0.030781,0.014882,,
1.2977,0.14725,0.23833,0.31468,0.039202,0.016411,,
1.1386,-0.18184,-0.58482,0.60501,0.047737,0.016832,,
0.6202,-0.49356,-1.0469,0.83829,0.055796,0.016136,,
0.23515,-0.75799,-0.60802,0.99151,0.06219,0.014454,,
0.038683,-0.9497,0.36791,1.0501,0.066239,0.011997,,
-0.29392,-1.0502,0.94506,1.0085,0.068242,0.0089743,,
-0.88557,-1.0498,0.54112,0.87063,0.069215,0.0056526,,
-1.3308,-0.9485,-0.48699,0.65001,0.069804,0.0023132,,
-1.0973,-0.75591,-1.2185,0.36736,0.069561,-0.00074509,,
-0.22209,-0.49052,-1.0911,0.049855,0.067427,-0.0032446,,
0.55591,-0.17784,-0.39137,-0.27191,0.062619,-0.0048496,,
0.48755,0.15205,0.15853,-0.56637,0.055723,-0.0053159,,
-0.3704,0.46735,0.22545,-0.80469,0.047929,-0.0046759,,
-1.1343,0.73767,0.19134,-0.96381,0.039687,-0.0030933,,
-0.96574,0.93688,0.63801,-1.0286,0.031023,-0.0006956,,
0.048442,1.0457,1.556,-0.99261,0.021946,0.0022548,,
0.947,1.0536,2.2037,-0.85923,0.012375,0.0055277,,
0.85063,0.95972,1.8071,-0.64152,0.0032406,0.0088349,,
-0.16068,0.77306,0.39726,-0.36026,-0.0046235,0.011903,,
-1.1528,0.5116,-1.1094,-0.042571,-0.011468,0.014422,,
-1.2936,0.20059,-1.7227,0.28024,-0.017603,0.016061,,
-0.64383,-0.12991,-1.2653,0.57682,-0.022954,0.016609,,
0.027354,-0.4479,-0.44515,0.81812,-0.02814,0.016051,,
0.15329,-0.72257,-0.085904,0.98023,-0.033014,0.014509,,
-0.0122,-0.92728,-0.34106,1.0484,-0.035949,0.012188,,
0.25275,-1.0421,-0.65827,1.0159,-0.036768,0.0093032,,
1.2129,-1.0559,-0.49449,0.88517,-0.036397,0.0060625,,
2.2188,-0.96718,0.039651,0.669,-0.035884,0.002782,,
2.269,-0.78453,0.31753,0.3886,-0.035801,-0.00026,,
1.0417,-0.52564,-0.087896,0.071102,-0.035655,-0.0027913,,
-0.6908,-0.21559,-0.90568,-0.25251,-0.035137,-0.0044236,,
-1.7299,0.11549,-1.4369,-0.55047,-0.034674,-0.0049774,,
-1.5429,0.43541,-1.2801,-0.79354,-0.035118,-0.004447,,
-0.67994,0.71302,-0.69943,-0.9577,-0.037063,-0.0029523,,
-0.12501,0.92127,-0.27341,-1.0273,-0.040025,-0.00066266,,
-0.29342,1.0398,-0.25539,-0.99543,-0.043638,0.0022061,,
-0.71827,1.057,-0.34607,-0.86524,-0.048112,0.0053948,,
-0.69384,0.97121,-0.11084,-0.64911,-0.053468,0.0086327,,
-0.12012,0.7906,0.47019,-0.36748,-0.059874,0.011641,,
0.38109,0.5328,0.96035,-0.048679,-0.067255,0.014137,,
0.17425,0.2229,0.94884,0.27575,-0.075365,0.01581,,
-0.66695,-0.10883,0.49423,0.5741,-0.083642,0.016355,,
-1.4197,-0.43001,0.027488,0.81697,-0.091487,0.015836,,
-1.4686,-0.70921,-0.13962,0.98063,-0.099085,0.01436,,
-0.91301,-0.91909,-0.13098,1.049,-0.10687,0.012097,,
-0.38066,-1.0391,-0.29999,1.0153,-0.11464,0.0092609,,
-0.30023,-1.0573,-0.76353,0.88264,-0.12186,0.0060885,,
-0.46554,-0.97202,-1.2329,0.66416,-0.12814,0.0028818,,
-0.35092,-0.79142,-1.3158,0.38142,-0.13364,-0.00011744,,
0.22703,-0.53317,-0.93479,0.062084,-0.13874,-0.0025644,,
0.872,-0.22256,-0.40123,-0.26272,-0.14332,-0.0041646,,
1.0462,0.10996,-0.10555,-0.56082,-0.14715,-0.0047116,,
0.65782,0.43176,-0.18144,-0.80215,-0.15041,-0.0041677,,
0.12835,0.71122,-0.46982,-0.96314,-0.15328,-0.0026619,,
-0.10666,0.92084,-0.73969,-1.0283,-0.15588,-0.00040637,,
-0.067623,1.04,-0.86554,-0.99094,-0.15853,0.0024396,,
-0.14362,1.0568,-0.80418,-0.85437,-0.16143,0.0055698,,
-0.58305,0.96965,-0.51584,-0.63215,-0.16457,0.0087426,,
-1.168,0.78699,-0.015316,-0.34606,-0.168,0.011701,,
-1.4343,0.52676,0.51283,-0.02439,-0.17167,0.014076,,
-1.1645,0.21456,0.7609,0.30058,-0.17549,0.01566,,
-0.6011,-0.11886,0.55371,0.59669,-0.17939,0.016139,,
-0.18347,-0.44064,0.0607,0.83467,-0.18301,0.015549,,
-0.14219,-0.719,-0.30761,0.99083,-0.18625,0.014065,,
-0.37844,-0.92643,-0.26324,1.0498,-0.18944,0.011783,,
-0.66654,-1.0424,0.093466,1.0057,-0.19285,0.0089465,,
-0.86665,-1.0554,0.38971,0.8629,-0.19617,0.0058068,,
-0.92086,-0.96397,0.34923,0.6355,-0.19879,0.0026972,,
-0.75084,-0.77722,0.029785,0.34568,-0.20038,-0.00020162,,
-0.29578,-0.51349,-0.29017,0.022123,-0.20088,-0.002556,,
0.31964,-0.19887,-0.40566,-0.30253,-0.20061,-0.0040128,,
0.75392,0.13552,-0.32959,-0.59587,-0.19998,-0.0044212,,
0.70355,0.45656,-0.18907,-0.82895,-0.19899,-0.0037744,,
0.221,0.7324,-0.064415,-0.97823,-0.19737,-0.0022194,,
-0.27697,0.93565,0.027139,-1.0291,-0.19487,9.8917e-05,,
-0.37736,1.0461,0.046205,-0.97636,-0.19149,0.0029221,,
-0.054512,1.0527,-0.069659,-0.82526,-0.1874,0.0060076,,
0.3315,0.95473,-0.28159,-0.59054,-0.18282,0.0090875,,
0.40933,0.76186,-0.38878,-0.29516,-0.17798,0.011911,,
0.13795,0.4932,-0.19869,0.030925,-0.17307,0.014173,,
-0.22105,0.17542,0.20874,0.35483,-0.1682,0.015553,,
-0.40927,-0.15989,0.45337,0.64403,-0.16333,0.015855,,
-0.38889,-0.47935,0.19069,0.86968,-0.15814,0.015101,,
-0.27569,-0.75114,-0.4802,1.0094,-0.15251,0.013485,,
-0.15301,-0.94814,-0.99773,1.0493,-0.14675,0.011167,,
-0.028207,-1.0506,-0.81268,0.98536,-0.14151,0.0083324,,
0.05883,-1.0484,0.071513,0.82387,-0.1373,0.0052619,,
-0.001086,-0.9415,1.0293,0.58075,-0.1338,0.0021828,,
-0.23794,-0.74059,1.3121,0.27992,-0.13027,-0.00058059,,
-0.46049,-0.46566,0.6923,-0.048217,-0.12609,-0.0027412,,
-0.38031,-0.14414,-0.34114,-0.37041,-0.12098,-0.0039711,,
0.051568,0.19187,-0.9994,-0.65413,-0.11554,-0.0041423,,
0.47716,0.50876,-0.82444,-0.8709,-0.11109,-0.003326,,
0.41061,0.7748,-0.012618,-0.99928,-0.10788,-0.0016396,,
-0.24637,0.96334,0.80518,-1.0262,-0.10534,0.00075867,,
-0.99346,1.0554,1.0601,-0.94868,-0.10236,0.0036029,,
-1.1188,1.0418,0.63882,-0.7745,-0.098131,0.0066676,,
-0.36617,0.9237,-0.090405,-0.52124,-0.092703,0.0096544,,
0.7641,0.71293,-0.58952,-0.21397,-0.086821,0.012301,,
1.4034,0.43058,-0.52576,0.11626,-0.081429,0.014359,,
1.0526,0.10494,0.0077067,0.43556,-0.076746,0.015464,,
0.00029336,-0.23131,0.57673,0.71171,-0.072371,0.015508,,
-0.93487,-0.5444,0.72325,0.9169,-0.067509,0.014545,,
-1.077,-0.80282,0.31343,1.0304,-0.061579,0.01277,,
-0.39177,-0.98056,-0.33597,1.0414,-0.054736,0.010335,,
0.55804,-1.0597,-0.68283,0.94832,-0.047653,0.0074469,,
1.0874,-1.0321,-0.37969,0.76038,-0.041148,0.004427,,
0.88064,-0.90064,0.42977,0.49637,-0.035465,0.0014764,,
0.16017,-0.67837,1.1909,0.18263,-0.03014,-0.0011036,,
-0.52367,-0.38766,1.3435,-0.14868,-0.024316,-0.0030008,,
-0.69207,-0.057791,0.74816,-0.46364,-0.01743,-0.0039147,,
-0.26083,0.27798,-0.21705,-0.73024,-0.0097091,-0.0037919,,
0.4113,0.58577,-0.94637,-0.92191,-0.0020203,-0.0027067,,
0.78369,0.83447,-1.0442,-1.0192,0.0050828,-0.00082958,,
0.54058,0.99891,-0.57989,-1.012,0.011263,0.0016592,,
-0.147,1.0624,0.039184,-0.90065,0.016404,0.004548,,
-0.7244,1.0185,0.41012,-0.69687,0.021322,0.0075227,,
-0.6753,0.87152,0.41956,-0.42108,0.026666,0.010409,,
0.055676,0.6363,0.26573,-0.10099,0.032325,0.012877,,
0.98726,0.33658,0.21065,0.2305,0.03778,0.014564,,
1.4512,0.0027018,0.32457,0.53973,0.042508,0.015323,,
1.0959,-0.33153,0.4448,0.79476,0.046367,0.015006,,
0.14432,-0.63221,0.36714,0.96977,0.049637,0.013783,,
-0.78774,-0.86882,0.073259,1.047,0.052692,0.011794,,
-1.1524,-1.0173,-0.24179,1.0185,0.055588,0.00921,,
-0.84185,-1.0625,-0.36029,0.88767,0.058132,0.0063091,,
-0.20028,-0.99979,-0.25324,0.66727,0.060074,0.0033236,,
0.29669,-0.83544,-0.091283,0.37937,0.061362,0.00057178,,
0.41178,-0.5861,-0.052557,0.053677,0.062234,-0.0017467,,
0.27038,-0.27708,-0.13687,-0.2764,0.062966,-0.0032674,,
0.16841,0.060208,-0.17947,-0.57728,0.063551,-0.0037748,,
0.26369,0.39144,-0.030847,-0.8181,0.063798,-0.0033052,,
0.43817,0.68287,0.30967,-0.97391,0.063466,-0.0019153,,
0.44632,0.90477,0.72916,-1.0292,0.062537,0.00019961,,
0.18748,1.0345,1.1197,-0.97774,0.061412,0.0028451,,
-0.17775,1.0587,1.4108,-0.8249,0.060404,0.0057389,,
-0.38443,0.97483,1.5066,-0.58634,0.05986,0.0086338,,
-0.32591,0.79144,1.2943,-0.28616,0.059762,0.011328,,
-0.145,0.52717,0.80252,0.04471,0.059898,0.013471,,
-0.063994,0.20896,0.33177,0.3718,0.060372,0.01478,,
-0.14585,-0.13067,0.30207,0.66141,0.061522,0.015061,,
-0.24346,-0.45702,0.84758,0.88445,0.063508,0.014362,,
-0.17109,-0.73667,1.5545,1.0174,0.066564,0.012806,,
0.11419,-0.94097,1.7206,1.047,0.070871,0.010598,,
0.51529,-1.0489,0.99295,0.97001,0.076545,0.0079066,,
0.92832,-1.0494,-0.23118,0.79435,0.083571,0.0049993,,
1.2994,-0.94233,-1.1086,0.53818,0.091762,0.0021445,,
1.5398,-0.73856,-1.1242,0.22691,0.10088,-0.0004175,,
1.4787,-0.45896,-0.55152,-0.10711,0.11058,-0.0023734,,
1.026,-0.13218,-0.1075,-0.42895,0.12043,-0.0033862,,
0.40794,0.20824,-0.1741,-0.70499,0.13026,-0.0034109,,
0.12876,0.52734,-0.42249,-0.90717,0.14049,-0.0024978,,
0.53824,0.79231,-0.25365,-1.0145,0.151,-0.00075666,,
1.3852,0.97584,0.41572,-1.0161,0.16074,0.0015651,,
1.8968,1.059,0.95551,-0.91176,0.16931,0.0042741,,
1.4474,1.0332,0.66921,-0.71202,0.17712,0.0071726,,
0.20254,0.90095,-0.39055,-0.43741,0.1846,0.0099619,,
-0.96209,0.67586,-1.3546,-0.11573,0.19157,0.01237,,
-1.2655,0.38105,-1.3507,0.21928,0.19698,0.014098,,
-0.75241,0.04688,-0.35816,0.53214,0.19985,0.014869,,
-0.17759,-0.2922,0.79127,0.79061,0.20007,0.014615,,
-0.15651,-0.60119,1.232,0.96815,0.19874,0.013473,,
-0.50766,-0.84817,0.85368,1.0468,0.19708,0.011611,,
-0.52011,-1.0076,0.28133,1.0179,0.19536,0.0091761,,
0.14661,-1.0629,0.11412,0.88417,0.19279,0.0063731,,
0.95684,-1.0083,0.33022,0.6601,0.18846,0.0034895,,
1.005,-0.84936,0.43114,0.36816,0.18251,0.00081707,,
0.021365,-0.6025,0.090491,0.038579,0.1757,-0.0014179,,
-1.2295,-0.2932,-0.45711,-0.29383,0.1688,-0.0028465,,
-1.6396,0.046546,-0.70358,-0.59473,0.16205,-0.0032902,,
-0.8391,0.38154,-0.44229,-0.83276,0.15499,-0.0027993,,
0.46134,0.67705,0.014663,-0.98245,0.14729,-0.0014513,,
1.2048,0.90239,0.19114,-1.0285,0.13927,0.00061136,,
1.0022,1.0341,-0.057305,-0.96657,0.1316,0.0031548,,
0.38,1.0585,-0.42592,-0.80275,0.12455,0.0059495,,
0.089148,0.97297,-0.5063,-0.55378,0.11778,0.0087573,,
0.29616,0.78629,-0.18692,-0.24579,0.11065,0.011278,,
0.5168,0.51782,0.28416,0.089363,0.10291,0.013263,,
0.27082,0.19543,0.55388,0.41637,0.094899,0.014435,,
-0.3395,-0.14736,0.44857,0.70025,0.08722,0.014587,,
-0.75956,-0.4749,0.063978,0.91191,0.080135,0.013795,,
-0.61601,-0.75304,-0.33245,1.0297,0.0734,0.012239,,
-0.11611,-0.95277,-0.46032,1.0413,0.066553,0.010007,,
0.20152,-1.0532,-0.18414,0.94456,0.05929,0.0073742,,
0.041606,-1.0438,0.36834,0.74985,0.0517,0.0045879,,
-0.37866,-0.92556,0.82012,0.47788,0.044317,0.00188,,
-0.59994,-0.71062,0.77937,0.15667,0.037747,-0.00050341,,
-0.38352,-0.42142,0.18042,-0.18022,0.032393,-0.002256,,
0.10587,-0.088129,-0.59298,-0.49717,0.028046,-0.0030613,,
0.50032,0.25445,-1.0011,-0.76084,0.024127,-0.0028905,,
0.54014,0.57049,-0.84483,-0.94316,0.020055,-0.0018198,,
0.22331,0.82692,-0.45977,-1.025,0.015621,-2.3104e-05,,
-0.23599,0.99684,-0.35735,-0.99834,0.01122,0.0023202,,
-0.53049,1.0624,-0.65903,-0.8656,0.0073697,0.0050137,,
-0.41485,1.0167,-0.9231,-0.64053,0.0040469,0.0077736,,
0.11503,0.86442,-0.60879,-0.34657,0.00066834,0.01039,,
0.73003,0.62145,0.29512,-0.014564,-0.0034016,0.012585,,
0.93671,0.31324,1.1721,0.32007,-0.0081484,0.013999,,
0.47935,-0.027912,1.3414,0.62174,-0.013183,0.014459,,
-0.36992,-0.36621,0.71844,0.85873,-0.017918,0.013977,,
-0.99068,-0.66611,-0.14252,1.0062,-0.021899,0.012664,,
-0.97942,-0.89608,-0.64143,1.0488,-0.025738,0.010695,,
-0.55026,-1.0319,-0.69432,0.98186,-0.030337,0.008199,,
-0.30872,-1.0592,-0.6772,0.81216,-0.03582,0.0054609,,
-0.58371,-0.97499,-0.85771,0.55773,-0.041694,0.0027582,,
-1.0273,-0.78815,-1.0291,0.24507,-0.047296,0.00028865,,
-0.95821,-0.51825,-0.77497,-0.092738,-0.05252,-0.0016224,,
-0.1209,-0.19369,-0.038772,-0.41942,-0.057651,-0.0026899,,
0.9607,0.15137,0.69374,-0.70053,-0.062882,-0.002759,,
1.4513,0.48054,0.85443,-0.90653,-0.068049,-0.0019413,,
1.0164,0.75907,0.39035,-1.015,-0.072881,-0.00036666,,
0.11411,0.95753,-0.18647,-1.0146,-0.077056,0.0018115,,
-0.52895,1.0549,-0.36354,-0.90582,-0.080918,0.0043848,,
-0.6554,1.0408,-0.15432,-0.69976,-0.085207,0.0070942,,
-0.61729,0.91675,0.00079224,-0.41791,-0.090004,0.0096972,,
-0.81486,0.69568,-0.17473,-0.090195,-0.094783,0.011949,,
-1.1365,0.40096,-0.43169,0.24823,-0.098961,0.013533,,
-1.0769,0.063727,-0.30261,0.56119,-0.1025,0.014225,,
-0.39023,-0.28032,0.27259,0.81535,-0.10574,0.01396,,
0.51207,-0.59475,0.76635,0.98392,-0.10884,0.012824,,
0.92328,-0.8462,0.60048,1.049,-0.11139,0.010987,,
0.57749,-1.008,-0.16739,1.0036,-0.11283,0.0086283,,
-0.078635,-1.0629,-0.78882,0.85243,-0.11324,0.0059906,,
-0.39255,-1.005,-0.54165,0.61129,-0.11321,0.0033162,,
-0.20995,-0.84032,0.51007,0.30584,-0.11345,0.00084701,,
0.028345,-0.58639,1.5068,-0.031381,-0.11378,-0.0011914,,
-0.11187,-0.27008,1.5661,-0.3641,-0.11303,-0.0024168,,
-0.48691,0.075008,0.58855,-0.6567,-0.11023,-0.0026935,,
-0.53037,0.4122,-0.67844,-0.87789,-0.10544,-0.0020614,,
0.028603,0.70559,-1.3307,-1.0041,-0.099787,-0.00062253,,
0.73623,0.92393,-1.0514,-1.0218,-0.094278,0.0014375,,
0.83096,1.0439,-0.25608,-0.92945,-0.089325,0.0039091,,
0.096959,1.0527,0.39118,-0.73643,-0.084596,0.0065495,,
-0.79601,0.94921,0.52738,-0.46306,-0.078848,0.009132,,
-0.89937,0.7445,0.27588,-0.13835,-0.071605,0.011446,,
0.050774,0.4603,0.01957,0.20225,-0.063383,0.013125,,
1.3112,0.1269,0.05251,0.52193,-0.055065,0.013926,,
1.7963,-0.22013,0.40973,0.78708,-0.047419,0.01379,,
1.0699,-0.5437,0.87931,0.96851,-0.040314,0.012785,,
-0.29552,-0.80923,1.1342,1.0469,-0.033268,0.011113,,
-1.2814,-0.98828,0.92188,1.0143,-0.025668,0.008868,,
-1.3018,-1.0616,0.26032,0.87388,-0.017399,0.0063002,,
-0.58184,-1.0214,-0.49747,0.64075,-0.0089092,0.0036617,,
0.19466,-0.87173,-0.86003,0.33947,-0.0006133,0.0011984,,
0.51228,-0.62867,-0.56904,0.0022895,0.0072623,-0.00083436,,
0.34836,-0.31818,0.17713,-0.33381,0.014423,-0.0021598,,
0.037252,0.026498,0.89642,-0.63264,0.021222,-0.0025152,,
-0.062977,0.36841,1.2505,-0.86229,0.028552,-0.0019469,,
0.19595,0.67085,1.3129,-0.99779,0.036753,-0.00061699,,
0.69724,0.90134,1.374,-1.0247,0.045617,0.0013384,,
1.1257,1.0351,1.5082,-0.93996,0.054469,0.0037172,,
1.1331,1.0576,1.422,-0.75234,0.063012,0.006322,,
0.58268,0.96639,0.80159,-0.48227,0.071642,0.0088811,,
-0.27181,0.77125,-0.19462,-0.15883,0.080466,0.011165,,
-0.88938,0.49307,-0.90097,0.18317,0.089519,0.012886,,
-0.83817,0.16176,-0.71158,0.50661,0.098834,0.013726,,
-0.1653,-0.18705,0.27583,0.77612,0.10813,0.013636,,
0.64353,-0.51577,1.2459,0.96228,0.11728,0.012734,,
1.1192,-0.78897,1.3624,1.0456,0.12654,0.01111,,
1.2265,-0.97715,0.54798,1.0172,0.13645,0.0089256,,
1.2912,-1.0599,-0.4265,0.87971,0.14672,0.006428,,
1.5146,-1.0283,-0.65872,0.64791,0.15669,0.0038533,,
1.64,-0.88568,0.069913,0.34659,0.16628,0.0014393,,
1.2079,-0.64731,1.1266,0.008866,0.17517,-0.00060426,,
0.16764,-0.33892,1.6449,-0.32875,0.18337,-0.0019058,,
-0.85604,0.0061755,1.2807,-0.62992,0.19157,-0.0022715,,
-1.0387,0.35068,0.42739,-0.86148,0.1999,-0.0017704,,
-0.17024,0.6573,-0.23334,-0.99785,0.20764,-0.00047093,,
1.0378,0.89283,-0.33755,-1.0245,0.2147,0.0014203,,
1.5396,1.0317,-0.039959,-0.9388,0.22108,0.0037529,,
0.91623,1.0588,0.26625,-0.74981,0.2267,0.0063148,,
-0.22717,0.97108,0.34215,-0.4775,0.23166,0.0088274,,
-0.82669,0.77804,0.22719,-0.15173,0.23618,0.011066,,
-0.33995,0.50053,0.074625,0.1916,0.24036,0.012747,,
0.79594,0.16862,-0.044515,0.51509,0.24397,0.013578,,
1.6218,-0.18167,-0.15881,0.78358,0.24693,0.01347,,
1.5316,-0.5123,-0.28428,0.96739,0.24913,0.012563,,
0.72844,-0.78731,-0.36125,1.0467,0.25051,0.010953,,
-0.085373,-0.97675,-0.32277,1.0132,0.25107,0.0088108,,
-0.37997,-1.06,-0.19315,0.87,0.25073,0.0063435,,
-0.17021,-1.0278,-0.086937,0.63305,0.24945,0.0038148,,
0.16587,-0.88376,-0.11062,0.3277,0.2472,0.0014647,,
0.31527,-0.64338,-0.2673,-0.012797,0.244,-0.00050095,,
0.25131,-0.33282,-0.46048,-0.3507,0.23979,-0.0017511,,
0.11679,0.014095,-0.57409,-0.64915,0.23431,-0.0020649,,
0.0025149,0.35955,-0.54065,-0.87513,0.22743,-0.0014904,,
-0.11459,0.66583,-0.3623,-1.0039,0.21901,-0.00018736,,
-0.26323,0.89948,-0.099465,-1.0218,0.20906,0.0017147,,
-0.3863,1.0349,0.14921,-0.92623,0.19788,0.0040411,,
-0.39097,1.0573,0.2821,-0.72768,0.18567,0.0065245,,
-0.2675,0.96411,0.25804,-0.44795,0.17256,0.0089759,,
-0.12336,0.76544,0.14316,-0.11761,0.15871,0.011132,,
-0.091135,0.48296,0.072179,0.22709,0.14416,0.012701,,
-0.21325,0.14756,0.13079,0.54778,0.12893,0.013442,,
-0.41693,-0.20408,0.26236,0.80888,0.1133,0.013267,,
-0.5818,-0.53343,0.30899,0.98215,0.097584,0.012295,,
-0.61779,-0.80438,0.17152,1.0488,0.082244,0.010644,,
-0.49625,-0.98718,-0.068793,1.0011,0.067596,0.0084977,,
-0.24901,-1.0617,-0.20649,0.84417,0.053755,0.0060496,,
0.035995,-1.0197,-0.11452,0.59526,0.040655,0.0035703,,
0.23763,-0.86575,0.11376,0.28183,0.028372,0.0012832,,
0.26949,-0.61665,0.25141,-0.061847,0.017139,-0.00055103,,
0.15835,-0.29971,0.18995,-0.39791,0.0072906,-0.0016437,,
0.044237,0.050242,0.10132,-0.68856,-0.00097654,-0.0018571,,
0.064209,0.39474,0.30744,-0.90175,-0.0077362,-0.0012331,,
0.21204,0.69588,0.9445,-1.0141,-0.013185,0.00015763,,
0.32536,0.92046,1.7373,-1.0133,-0.017274,0.0020873,,
0.24249,1.0437,2.133,-0.89952,-0.019548,0.0043997,,
-0.014893,1.052,1.7128,-0.68466,-0.0196,0.0068758,,
-0.23364,0.94427,0.5468,-0.3927,-0.01776,0.0092098,,
-0.21155,0.7324,-0.81369,-0.055699,-0.014388,0.011248,,
0.025161,0.43968,-1.7101,0.28888,-0.0093351,0.012668,,
0.231,0.098353,-1.8041,0.60212,-0.0028998,0.013238,,
0.19996,-0.2539,-1.2444,0.84969,0.0040957,0.012942,,
0.022815,-0.57818,-0.48986,1.0042,0.010914,0.011873,,
0.055584,-0.83863,0.0061998,1.0484,0.018015,0.010149,,
0.58131,-1.0064,0.036795,0.97743,0.026191,0.0079636,,
1.4677,-1.0629,-0.30507,0.79911,0.034905,0.0055393,,
2.1667,-1.0017,-0.75067,0.5328,0.043386,0.003129,,
2.102,-0.82962,-1.0372,0.2081,0.05063,0.00096093,,
1.1317,-0.5656,-1.0458,-0.13851,0.055906,-0.00073119,,
-0.31036,-0.23885,-0.82914,-0.46851,0.059105,-0.0016156,,
-1.5069,0.11445,-0.52605,-0.74521,0.060419,-0.0016181,,
